job,cpu_seconds,W,L1,F,Linf,Nmax
V3-gen-lambda-03-0,9.931052999999999,2496,3286,5084,4,10
V3-gen-lambda-03-0,10.285968,2491,3280,5084,4,11
V3-gen-lambda-03-0,10.640721,2486,3282,5104,4,11
V3-gen-lambda-03-0,10.986993,2482,3286,5116,4,11
V3-gen-lambda-03-0,11.34306,2479,3290,5136,4,11
V3-gen-lambda-03-0,11.763247,2478,3286,5128,4,12
V3-gen-lambda-03-0,12.169726,2478,3276,5092,4,11
V3-gen-lambda-03-0,12.624711,2475,3280,5116,4,12
V3-gen-lambda-03-0,12.971581,2472,3284,5144,4,14
V3-gen-lambda-03-0,13.378539,2468,3284,5156,4,14
V3-gen-lambda-03-0,13.737093,2463,3284,5168,4,14
V3-gen-lambda-03-0,14.094643,2460,3276,5140,4,12
V3-gen-lambda-03-0,14.475441,2458,3270,5128,4,12
V3-gen-lambda-03-0,14.909935,2456,3274,5148,4,11
V3-gen-lambda-03-0,15.365072,2450,3268,5136,4,11
V3-gen-lambda-03-0,15.74329,2446,3258,5112,4,12
V3-gen-lambda-03-0,16.179629000000002,2442,3246,5084,4,12
V3-gen-lambda-03-0,16.581994,2440,3252,5104,4,13
V3-gen-lambda-03-0,16.980207999999998,2438,3254,5104,4,11
V3-gen-lambda-03-0,17.439930999999998,2434,3244,5080,4,10
V3-gen-lambda-03-0,17.79961,2434,3232,5040,4,9
V3-gen-lambda-03-0,18.180492,2433,3238,5064,4,9
V3-gen-lambda-03-0,18.533388,2433,3230,5032,4,9
V3-gen-lambda-03-0,19.050752,2433,3224,5008,4,9
V3-gen-lambda-03-0,19.503234,2432,3218,4988,4,9
V3-gen-lambda-03-0,19.897558,2430,3222,5008,4,9
V3-gen-lambda-03-0,20.230449,2429,3210,4972,4,9
V3-gen-lambda-03-0,90.535109,2429,3206,4936,4,5
V3-gen-lambda-03-0,90.902552,2428,3210,4952,4,5
V3-gen-lambda-03-0,91.23135500000001,2428,3208,4940,4,4
V3-gen-lambda-03-0,91.58932300000001,2425,3200,4916,4,3
V3-gen-lambda-03-0,155.29136499999998,2422,3156,4780,4,2
V3-gen-lambda-03-0,155.674583,2416,3154,4788,4,2
V3-gen-lambda-03-0,156.095451,2411,3148,4776,4,2
V3-gen-lambda-03-0,156.429002,2411,3142,4760,4,2
V3-gen-lambda-03-0,156.789456,2409,3158,4824,4,3
V3-gen-lambda-03-0,157.128952,2408,3154,4812,4,4
V3-gen-lambda-03-0,248.353185,2406,3150,4824,4,10
V3-gen-lambda-03-0,248.71870900000002,2403,3144,4812,4,10
V3-gen-lambda-03-0,249.067146,2400,3132,4784,4,10
V3-gen-lambda-03-0,249.420458,2399,3126,4772,4,11
V3-gen-lambda-03-0,249.76305100000002,2397,3124,4776,4,11
V3-gen-lambda-03-0,250.11462500000002,2395,3122,4776,4,11
V3-gen-lambda-03-0,250.460266,2394,3128,4796,4,11
V3-gen-lambda-03-0,250.805367,2388,3124,4796,4,11
V3-gen-lambda-03-0,284.59936100000004,2387,3116,4752,4,7
V3-gen-lambda-03-0,284.963055,2383,3116,4760,4,7
V3-gen-lambda-03-0,285.34877400000005,2379,3100,4716,4,7
V3-gen-lambda-03-0,285.71290500000003,2377,3098,4716,4,7
V3-gen-lambda-03-0,286.05276599999996,2375,3086,4692,4,7
V3-gen-lambda-03-0,286.568689,2369,3086,4700,4,7
V3-gen-lambda-03-0,286.992803,2366,3080,4684,4,7
V3-gen-lambda-03-0,287.391309,2362,3066,4644,4,7
V3-gen-lambda-03-0,287.750644,2361,3060,4628,4,7
V3-gen-lambda-03-0,288.06995,2361,3044,4568,4,7
V3-gen-lambda-03-0,346.00062199999996,2359,3074,4664,4,8
V3-gen-lambda-03-0,346.306538,2359,3062,4620,4,8
V3-gen-lambda-03-0,346.622132,2357,3056,4600,4,7
V3-gen-lambda-03-0,496.616194,2357,3054,4588,4,6
V3-gen-lambda-03-0,496.921274,2356,3060,4608,4,6
V3-gen-lambda-03-0,671.547178,2353,3068,4648,4,8
V3-gen-lambda-03-0,671.8656090000001,2350,3054,4608,4,7
V3-gen-lambda-03-0,672.1862560000001,2347,3048,4596,4,7
V3-gen-lambda-03-0,826.470989,2347,3044,4584,4,5
V3-gen-lambda-03-0,826.8737040000001,2343,3030,4544,4,4
V3-gen-lambda-03-0,827.315277,2340,3026,4540,4,4
V3-gen-lambda-03-0,827.63077,2338,3030,4556,4,4
V3-gen-lambda-03-0,827.943368,2335,3022,4536,4,4
V3-gen-lambda-03-0,856.123609,2332,3020,4512,4,5
V3-gen-lambda-03-0,856.464791,2331,3008,4476,4,5
V3-gen-lambda-03-0,856.801519,2327,3004,4460,4,3
V3-gen-lambda-03-0,1431.715825,2326,3016,4540,4,2
V3-gen-lambda-03-0,1432.055026,2325,3020,4552,4,2
V3-gen-lambda-03-0,1776.8756309999999,2325,3008,4524,4,4
V3-gen-lambda-03-0,1819.729599,2324,3002,4496,4,3
V3-gen-lambda-03-0,1820.0567700000001,2323,3000,4488,4,3
V3-gen-lambda-03-0,1826.96381,2320,2992,4476,4,4
V3-gen-lambda-03-0,1855.572254,2319,2996,4492,4,4
V3-gen-lambda-03-0,1855.893348,2316,2990,4476,4,4
V3-gen-lambda-03-0,2085.6022249999996,2311,2978,4452,4,4
V3-gen-lambda-03-0,2086.01752,2306,2968,4432,4,4
V3-gen-lambda-03-0,2086.454509,2302,2956,4400,4,4
V3-gen-lambda-03-0,2086.841082,2301,2950,4384,4,4
V3-gen-lambda-03-0,2208.2973230000002,2300,2972,4456,4,5
V3-gen-lambda-03-0,2208.612499,2297,2972,4460,4,5
V3-gen-lambda-03-0,2806.30884,2288,2932,4348,4,4
V3-gen-lambda-03-0,2806.63103,2287,2926,4332,4,4
V3-gen-lambda-03-0,2806.9774589999997,2285,2934,4360,4,4
V3-gen-lambda-03-0,3347.4186649999997,2281,2916,4304,4,4
V3-gen-lambda-03-0,3347.756453,2277,2908,4292,4,4
V3-gen-lambda-03-0,3348.094689,2274,2906,4300,4,4
V3-gen-lambda-03-0,3348.409758,2272,2902,4296,4,5
V3-gen-lambda-03-0,3853.5421359999996,2267,2908,4316,4,3
V3-gen-lambda-03-0,3853.87153,2264,2910,4328,4,3
V3-gen-lambda-03-0,3854.1866729999997,2262,2910,4332,4,2
V3-gen-lambda-03-0,4464.400928999999,2261,2860,4180,4,5
V3-gen-lambda-03-0,4464.756079,2259,2858,4180,4,5
V3-gen-lambda-03-0,4465.085175,2259,2850,4156,4,5
V3-gen-lambda-03-0,4641.385015,2255,2866,4228,4,7
V3-gen-lambda-03-0,4641.7274990000005,2251,2860,4216,4,7
V3-gen-lambda-03-0,4642.064878,2249,2862,4224,4,6
V3-gen-lambda-03-0,4735.232697,2248,2858,4208,4,6
V3-gen-lambda-03-0,5353.383207,2241,2876,4276,4,3
V3-gen-lambda-03-0,5718.800998000001,2241,2860,4228,4,6
V3-gen-lambda-03-1,0.0,2640,3432,5148,3,66
V3-gen-lambda-03-1,4.588055000000001,2631,3448,5272,4,4
V3-gen-lambda-03-1,5.038365,2622,3438,5260,4,4
V3-gen-lambda-03-1,5.461063,2613,3434,5276,4,5
V3-gen-lambda-03-1,5.839533,2603,3410,5220,4,6
V3-gen-lambda-03-1,6.297154999999999,2592,3400,5216,4,7
V3-gen-lambda-03-1,6.7325930000000005,2583,3388,5192,4,6
V3-gen-lambda-03-1,7.189943,2574,3384,5208,4,8
V3-gen-lambda-03-1,7.615433,2565,3366,5164,4,7
V3-gen-lambda-03-1,8.027040999999999,2555,3360,5176,4,8
V3-gen-lambda-03-1,8.507007000000002,2548,3360,5204,4,9
V3-gen-lambda-03-1,8.92769,2543,3354,5204,4,10
V3-gen-lambda-03-1,9.341425000000001,2534,3350,5216,4,10
V3-gen-lambda-03-1,9.724229000000001,2529,3344,5208,4,10
V3-gen-lambda-03-1,10.123453000000001,2523,3334,5188,4,10
V3-gen-lambda-03-1,10.56659,2519,3320,5148,4,11
V3-gen-lambda-03-1,10.971405,2512,3318,5160,4,11
V3-gen-lambda-03-1,11.340300000000001,2507,3308,5144,4,11
V3-gen-lambda-03-1,11.736365,2501,3302,5144,4,12
V3-gen-lambda-03-1,12.130563,2498,3296,5128,4,12
V3-gen-lambda-03-1,12.494470999999999,2488,3290,5116,4,11
V3-gen-lambda-03-1,12.860351,2483,3284,5104,4,11
V3-gen-lambda-03-1,13.247962999999999,2477,3276,5092,4,11
V3-gen-lambda-03-1,13.609463,2471,3264,5060,4,10
V3-gen-lambda-03-1,14.041472,2464,3254,5048,4,10
V3-gen-lambda-03-1,14.416651,2459,3238,5008,4,10
V3-gen-lambda-03-1,14.857585,2452,3222,4968,4,10
V3-gen-lambda-03-1,15.361042,2449,3218,4956,4,9
V3-gen-lambda-03-1,15.751712,2443,3214,4956,4,9
V3-gen-lambda-03-1,16.106094,2438,3216,4968,4,7
V3-gen-lambda-03-1,16.570230000000002,2436,3218,4984,4,7
V3-gen-lambda-03-1,16.940751,2432,3210,4968,4,7
V3-gen-lambda-03-1,17.354427,2427,3206,4968,4,7
V3-gen-lambda-03-1,17.742239,2425,3208,4984,4,7
V3-gen-lambda-03-1,18.181931,2423,3212,5008,4,9
V3-gen-lambda-03-1,18.519217,2420,3208,4996,4,8
V3-gen-lambda-03-1,18.963063000000002,2419,3204,4984,4,7
V3-gen-lambda-03-1,19.317941,2418,3208,5000,4,7
V3-gen-lambda-03-1,19.736556,2413,3212,5024,4,7
V3-gen-lambda-03-1,20.174506,2412,3222,5060,4,7
V3-gen-lambda-03-1,72.783247,2412,3210,4984,4,7
V3-gen-lambda-03-1,105.13533699999999,2410,3168,4832,5,1
V3-gen-lambda-03-1,105.532789,2408,3168,4844,5,1
V3-gen-lambda-03-1,105.88113799999999,2408,3166,4836,5,1
V3-gen-lambda-03-1,281.26630300000005,2408,3148,4792,4,5
V3-gen-lambda-03-1,281.620725,2404,3142,4780,4,5
V3-gen-lambda-03-1,281.98588,2403,3140,4772,4,5
V3-gen-lambda-03-1,282.338569,2401,3148,4800,4,5
V3-gen-lambda-03-1,282.68520099999995,2397,3132,4760,4,5
V3-gen-lambda-03-1,433.68840700000004,2395,3110,4664,4,4
V3-gen-lambda-03-1,434.032866,2393,3100,4636,4,4
V3-gen-lambda-03-1,434.382156,2392,3094,4624,4,4
V3-gen-lambda-03-1,434.73817699999995,2391,3096,4632,4,4
V3-gen-lambda-03-1,435.074429,2388,3092,4620,4,3
V3-gen-lambda-03-1,435.446418,2388,3084,4596,4,3
V3-gen-lambda-03-1,479.174054,2387,3104,4708,4,5
V3-gen-lambda-03-1,479.48809,2386,3102,4696,4,5
V3-gen-lambda-03-1,479.802381,2385,3092,4664,4,4
V3-gen-lambda-03-1,480.12824600000005,2382,3084,4644,4,3
V3-gen-lambda-03-1,480.45493799999997,2381,3082,4640,4,3
V3-gen-lambda-03-1,480.77398999999997,2375,3066,4592,4,2
V3-gen-lambda-03-1,481.14525299999997,2372,3062,4588,4,2
V3-gen-lambda-03-1,481.492241,2370,3058,4580,4,2
V3-gen-lambda-03-1,748.77449,2368,3050,4564,4,3
V3-gen-lambda-03-1,749.140796,2367,3048,4564,4,3
V3-gen-lambda-03-1,749.440632,2362,3044,4560,4,3
V3-gen-lambda-03-1,749.755797,2360,3044,4572,4,3
V3-gen-lambda-03-1,1166.9730410000002,2359,3022,4488,4,1
V3-gen-lambda-03-1,1167.326217,2356,3010,4448,4,1
V3-gen-lambda-03-1,1167.720513,2355,3008,4444,4,1
V3-gen-lambda-03-1,1168.051077,2353,3004,4440,4,2
V3-gen-lambda-03-1,1168.438826,2349,3002,4444,4,2
V3-gen-lambda-03-1,1168.822192,2348,3008,4460,4,2
V3-gen-lambda-03-1,1324.6428930000002,2344,3026,4520,4,2
V3-gen-lambda-03-1,1325.074777,2343,3026,4516,4,2
V3-gen-lambda-03-1,1430.112482,2336,3006,4456,4,2
V3-gen-lambda-03-1,1430.434257,2332,3006,4468,4,2
V3-gen-lambda-03-1,1762.638762,2331,3006,4468,4,2
V3-gen-lambda-03-1,2057.961257,2330,3042,4588,4,1
V3-gen-lambda-03-1,2058.402657,2330,3036,4572,4,2
V3-gen-lambda-03-1,2058.750883,2330,3030,4548,4,2
V3-gen-lambda-03-1,2059.075555,2328,3024,4532,4,1
V3-gen-lambda-03-1,2059.437861,2325,3018,4524,4,2
V3-gen-lambda-03-1,2328.1846219999998,2324,2994,4460,4,3
V3-gen-lambda-03-1,2328.518157,2310,2978,4440,4,3
V3-gen-lambda-03-1,2804.847707,2309,2954,4368,4,2
V3-gen-lambda-03-1,2805.216367,2307,2962,4396,4,2
V3-gen-lambda-03-1,3093.139038,2299,2952,4372,4,4
V3-gen-lambda-03-1,3093.4685130000003,2299,2944,4344,4,4
V3-gen-lambda-03-1,3093.793587,2296,2942,4348,4,4
V3-gen-lambda-03-1,3094.123443,2294,2934,4328,4,4
V3-gen-lambda-03-1,3094.544887,2293,2936,4340,4,4
V3-gen-lambda-03-1,3419.4471000000003,2293,2896,4212,4,6
V3-gen-lambda-03-1,3419.7640469999997,2291,2896,4216,4,6
V3-gen-lambda-03-1,3823.776696,2289,2938,4356,4,5
V3-gen-lambda-03-1,3824.1022129999997,2286,2930,4336,4,5
V3-gen-lambda-03-1,3824.4358439999996,2278,2916,4308,4,5
V3-gen-lambda-03-1,4759.957861,2277,2902,4264,4,5
V3-gen-lambda-03-1,4760.277229,2276,2896,4248,4,5
V3-gen-lambda-03-1,5269.921447000001,2272,2904,4284,4,5
V3-gen-lambda-03-1,5270.257803,2269,2896,4260,4,4
V3-gen-lambda-03-1,5270.694113,2267,2900,4276,4,4
V3-gen-lambda-03-1,5573.773735000001,2267,2890,4228,4,4
V3-gen-lambda-03-1,5602.494780999999,2265,2858,4148,4,5
V3-gen-lambda-03-1,5773.127006,2262,2868,4180,4,5
V3-gen-lambda-03-1,5773.437565,2262,2856,4144,4,5
V3-gen-lambda-03-1,5773.76201,2260,2854,4136,4,4
V3-gen-lambda-03-1,6456.074541,2256,2878,4232,4,5
V3-gen-lambda-03-1,6601.619009999999,2252,2894,4284,4,5
V3-gen-lambda-03-1,6601.994259,2241,2878,4256,4,6
V3-gen-lambda-03-1,6602.306719,2239,2880,4272,4,6
V3-gen-lambda-03-1,6718.968878,2230,2880,4308,4,5
V3-gen-lambda-03-1,7182.641394,2229,2872,4284,4,5
V3-gen-lambda-03-1,7182.964181,2226,2868,4280,4,5
V3-gen-lambda-03-1,7183.281559,2223,2868,4276,4,5
V3-gen-lambda-03-1,7183.598215,2222,2864,4264,4,6
V3-gen-lambda-11-0,0.0,2473,3352,5240,3,65
V3-gen-lambda-11-0,21.543409999999998,2468,3302,5128,4,5
V3-gen-lambda-11-0,21.927345,2462,3290,5100,4,5
V3-gen-lambda-11-0,22.32649,2457,3280,5080,4,5
V3-gen-lambda-11-0,22.673756,2454,3270,5056,4,5
V3-gen-lambda-11-0,23.141538999999998,2452,3256,5012,4,4
V3-gen-lambda-11-0,23.522546000000002,2450,3242,4968,4,5
V3-gen-lambda-11-0,23.924025,2446,3226,4924,4,4
V3-gen-lambda-11-0,24.313231,2444,3216,4892,4,3
V3-gen-lambda-11-0,24.689447,2440,3210,4884,4,3
V3-gen-lambda-11-0,25.05132,2438,3192,4828,4,3
V3-gen-lambda-11-0,25.45509,2436,3190,4832,4,3
V3-gen-lambda-11-0,25.819341,2429,3180,4812,4,3
V3-gen-lambda-11-0,26.216376999999998,2428,3186,4836,4,3
V3-gen-lambda-11-0,51.042058000000004,2426,3190,4860,4,5
V3-gen-lambda-11-0,51.538567,2425,3186,4840,4,5
V3-gen-lambda-11-0,51.903321999999996,2420,3192,4868,4,5
V3-gen-lambda-11-0,52.293503,2418,3188,4860,4,5
V3-gen-lambda-11-0,52.792169,2417,3184,4844,4,4
V3-gen-lambda-11-0,53.163658000000005,2412,3180,4844,4,4
V3-gen-lambda-11-0,53.581109000000005,2407,3176,4844,4,5
V3-gen-lambda-11-0,54.083779,2407,3170,4828,4,5
V3-gen-lambda-11-0,54.501015,2405,3176,4856,4,6
V3-gen-lambda-11-0,54.865367,2404,3176,4864,4,6
V3-gen-lambda-11-0,134.590823,2404,3152,4792,4,6
V3-gen-lambda-11-0,134.926583,2401,3156,4812,4,6
V3-gen-lambda-11-0,194.20170099999999,2400,3154,4792,4,6
V3-gen-lambda-11-0,305.62699100000003,2398,3174,4892,4,4
V3-gen-lambda-11-0,305.949814,2395,3172,4892,4,4
V3-gen-lambda-11-0,391.538814,2394,3142,4780,4,5
V3-gen-lambda-11-0,391.860098,2388,3132,4756,4,5
V3-gen-lambda-11-0,392.194958,2384,3138,4780,4,5
V3-gen-lambda-11-0,400.800242,2382,3118,4740,4,9
V3-gen-lambda-11-0,493.78507399999995,2382,3100,4672,4,4
V3-gen-lambda-11-0,494.199214,2380,3090,4640,4,3
V3-gen-lambda-11-0,494.56560199999996,2379,3084,4620,4,3
V3-gen-lambda-11-0,494.893731,2379,3080,4608,4,3
V3-gen-lambda-11-0,495.233845,2376,3076,4596,4,2
V3-gen-lambda-11-0,593.4830089999999,2373,3092,4688,4,7
V3-gen-lambda-11-0,593.821824,2370,3086,4668,4,5
V3-gen-lambda-11-0,594.14473,2366,3082,4656,4,3
V3-gen-lambda-11-0,720.932544,2366,3074,4644,4,6
V3-gen-lambda-11-0,721.311168,2359,3074,4664,4,6
V3-gen-lambda-11-0,721.7871700000001,2358,3058,4612,4,5
V3-gen-lambda-11-0,810.1934,2357,3016,4468,5,1
V3-gen-lambda-11-0,810.523764,2354,3012,4460,5,1
V3-gen-lambda-11-0,810.840137,2353,3010,4456,5,1
V3-gen-lambda-11-0,990.170637,2352,3038,4548,4,4
V3-gen-lambda-11-0,1048.703087,2352,3030,4512,4,3
V3-gen-lambda-11-0,1176.124274,2352,3006,4424,4,2
V3-gen-lambda-11-0,1176.483045,2350,3012,4448,4,2
V3-gen-lambda-11-0,1190.2683880000002,2346,3022,4492,4,3
V3-gen-lambda-11-0,1271.640414,2339,3028,4560,4,6
V3-gen-lambda-11-0,1272.015121,2336,3016,4528,4,6
V3-gen-lambda-11-0,1272.368313,2333,3016,4528,4,5
V3-gen-lambda-11-0,1272.6909759999999,2332,3012,4516,4,5
V3-gen-lambda-11-0,1307.0906830000001,2332,2992,4420,4,3
V3-gen-lambda-11-0,1307.413765,2327,2976,4380,4,3
V3-gen-lambda-11-0,1307.807986,2326,2968,4352,4,3
V3-gen-lambda-11-0,1308.2366439999998,2325,2960,4328,4,3
V3-gen-lambda-11-0,1308.623956,2320,2956,4328,4,3
V3-gen-lambda-11-0,1309.092011,2319,2958,4336,4,3
V3-gen-lambda-11-0,1485.850894,2319,2954,4328,4,2
V3-gen-lambda-11-0,1486.27511,2319,2944,4300,4,2
V3-gen-lambda-11-0,1486.728436,2314,2938,4288,4,2
V3-gen-lambda-11-0,1487.101838,2314,2936,4284,4,2
V3-gen-lambda-11-0,1830.943816,2311,3000,4520,4,5
V3-gen-lambda-11-0,1831.3387260000002,2310,3002,4528,4,5
V3-gen-lambda-11-0,1893.074008,2309,2962,4396,4,3
V3-gen-lambda-11-0,1893.481089,2304,2952,4368,4,3
V3-gen-lambda-11-0,1893.819781,2302,2952,4376,4,3
V3-gen-lambda-11-0,1894.177801,2300,2956,4384,4,2
V3-gen-lambda-11-0,1894.5010579999998,2300,2954,4384,4,2
V3-gen-lambda-11-0,1894.8391729999998,2297,2962,4416,4,2
V3-gen-lambda-11-0,3307.703384,2297,2898,4200,4,4
V3-gen-lambda-11-0,3308.01879,2294,2902,4224,4,4
V3-gen-lambda-11-0,3808.456635,2291,2944,4388,4,3
V3-gen-lambda-11-0,3820.2983019999997,2291,2904,4236,4,6
V3-gen-lambda-11-0,4897.7318319999995,2289,2882,4168,4,4
V3-gen-lambda-11-0,4898.050177,2285,2880,4172,4,4
V3-gen-lambda-11-0,5038.362183,2280,2886,4200,4,5
V3-gen-lambda-11-0,5198.628945,2278,2938,4388,4,5
V3-gen-lambda-11-0,5286.3365619999995,2273,2934,4388,4,3
V3-gen-lambda-11-0,5286.675076,2269,2920,4348,4,3
V3-gen-lambda-11-0,5924.953608,2267,2918,4340,4,4
V3-gen-lambda-11-0,5932.144907,2265,2858,4148,4,5
V3-gen-lambda-11-1,0.0,2473,3352,5240,3,65
V3-gen-lambda-11-1,19.210956999999997,2469,3272,5048,4,5
V3-gen-lambda-11-1,19.633954,2465,3256,5008,4,6
V3-gen-lambda-11-1,19.996407,2464,3244,4964,4,6
V3-gen-lambda-11-1,20.340702,2463,3236,4936,4,5
V3-gen-lambda-11-1,20.696874,2461,3218,4884,4,6
V3-gen-lambda-11-1,21.061362,2458,3224,4908,4,6
V3-gen-lambda-11-1,21.394088,2452,3218,4908,4,6
V3-gen-lambda-11-1,21.735816,2443,3212,4912,4,6
V3-gen-lambda-11-1,22.121039,2442,3210,4904,4,5
V3-gen-lambda-11-1,22.461717,2439,3196,4864,4,5
V3-gen-lambda-11-1,22.811314,2432,3194,4876,4,5
V3-gen-lambda-11-1,23.173645999999998,2427,3190,4880,4,5
V3-gen-lambda-11-1,23.513257999999997,2423,3190,4888,4,5
V3-gen-lambda-11-1,23.874346,2421,3192,4896,4,6
V3-gen-lambda-11-1,24.316508,2420,3190,4888,4,6
V3-gen-lambda-11-1,24.672769000000002,2418,3184,4872,4,6
V3-gen-lambda-11-1,25.118393,2407,3166,4836,4,6
V3-gen-lambda-11-1,25.492539999999998,2406,3160,4812,4,6
V3-gen-lambda-11-1,25.903546,2405,3160,4828,4,8
V3-gen-lambda-11-1,26.241581,2400,3148,4796,4,7
V3-gen-lambda-11-1,26.617309000000002,2398,3150,4808,4,7
V3-gen-lambda-11-1,27.063615,2398,3144,4792,4,7
V3-gen-lambda-11-1,27.432219999999997,2389,3134,4784,4,7
V3-gen-lambda-11-1,251.822989,2387,3126,4768,4,5
V3-gen-lambda-11-1,252.13872899999998,2386,3130,4780,4,5
V3-gen-lambda-11-1,285.415199,2386,3128,4764,4,6
V3-gen-lambda-11-1,285.752696,2382,3112,4720,4,5
V3-gen-lambda-11-1,286.15907,2378,3114,4728,4,5
V3-gen-lambda-11-1,286.545113,2378,3112,4720,4,5
V3-gen-lambda-11-1,286.87219500000003,2376,3100,4684,4,5
V3-gen-lambda-11-1,398.16028,2368,3054,4532,4,4
V3-gen-lambda-11-1,398.522036,2365,3054,4544,4,5
V3-gen-lambda-11-1,398.88831,2356,3052,4556,4,5
V3-gen-lambda-11-1,399.220001,2352,3046,4548,4,5
V3-gen-lambda-11-1,399.574001,2350,3036,4520,4,4
V3-gen-lambda-11-1,399.924712,2350,3034,4512,4,4
V3-gen-lambda-11-1,400.373396,2350,3032,4508,4,4
V3-gen-lambda-11-1,589.8879830000001,2350,3012,4468,5,1
V3-gen-lambda-11-1,590.286428,2348,3014,4480,5,1
V3-gen-lambda-11-1,590.624637,2344,3014,4488,5,1
V3-gen-lambda-11-1,590.944845,2338,3014,4508,5,1
V3-gen-lambda-11-1,591.281032,2333,3002,4476,5,1
V3-gen-lambda-11-1,696.498013,2324,2988,4460,5,1
V3-gen-lambda-11-1,955.915087,2324,2964,4364,4,4
V3-gen-lambda-11-1,956.252573,2322,2960,4352,4,3
V3-gen-lambda-11-1,1111.590872,2321,2932,4276,4,2
V3-gen-lambda-11-1,1112.050323,2320,2936,4288,4,2
V3-gen-lambda-11-1,1112.366884,2314,2940,4316,4,3
V3-gen-lambda-11-1,2113.3629069999997,2313,2964,4400,4,5
V3-gen-lambda-11-1,2151.0067870000003,2311,2940,4296,4,2
V3-gen-lambda-11-1,2151.330604,2309,2934,4276,4,1
V3-gen-lambda-11-1,2255.102727,2309,2926,4276,4,3
V3-gen-lambda-11-1,2255.4330130000003,2306,2916,4248,4,3
V3-gen-lambda-11-1,2255.7750410000003,2298,2922,4288,4,4
V3-gen-lambda-11-1,2256.087327,2296,2924,4304,4,5
V3-gen-lambda-11-1,2446.7242340000003,2296,2916,4284,4,5
V3-gen-lambda-11-1,2447.044018,2291,2920,4304,4,5
V3-gen-lambda-11-1,2818.968575,2290,2914,4256,4,2
V3-gen-lambda-11-1,3785.816194,2290,2860,4100,4,4
V3-gen-lambda-11-1,3786.184809,2287,2854,4084,4,4
V3-gen-lambda-11-1,3908.433222,2286,2852,4084,4,4
V3-gen-lambda-11-1,3908.7564140000004,2284,2848,4080,4,4
V3-gen-lambda-11-1,3909.075694,2284,2846,4072,4,4
V3-gen-lambda-11-1,4096.272065,2281,2844,4072,4,3
V3-gen-lambda-11-1,4096.594449,2272,2830,4044,4,3
V3-gen-lambda-11-1,4148.354433,2268,2804,3964,4,2
V3-gen-lambda-11-1,4148.694445,2267,2796,3940,4,1
V3-gen-lambda-11-1,4149.079927,2266,2794,3940,4,1
V3-gen-lambda-11-1,4149.400806,2265,2796,3948,4,1
V3-gen-lambda-11-1,4149.711,2263,2802,3976,4,2
V3-gen-lambda-11-1,5365.581386,2262,2810,4004,4,2
V3-gen-lambda-11-1,5365.982231999999,2258,2826,4068,4,3
V3-gen-lambda-11-1,5681.595249,2254,2796,3972,4,2
V3-gen-lambda-11-1,5681.924765,2252,2798,3996,4,3
V3-gen-lambda-11-1,5847.801531,2250,2796,3988,4,2
V3-gen-lambda-11-1,5848.235404,2248,2788,3968,4,2
V3-gen-lambda-11-1,5848.559646,2246,2782,3956,4,2
V3-gen-lambda-11-1,5848.893416,2244,2792,3996,4,2
V3-gen-lambda-11-1,6543.740712000001,2242,2806,4040,4,2
V3-gen-lambda-11-1,6544.057349000001,2234,2802,4044,4,2
V3-gen-lambda-13-0,0.0,2508,3168,4488,2,660
V3-gen-lambda-13-0,12.388062999999999,2505,3228,4744,3,35
V3-gen-lambda-13-0,12.738325999999999,2494,3210,4716,3,37
V3-gen-lambda-13-0,13.106602,2490,3220,4760,3,40
V3-gen-lambda-13-0,13.486223,2487,3228,4796,3,43
V3-gen-lambda-13-0,13.827771,2484,3228,4800,3,42
V3-gen-lambda-13-0,14.311022999999999,2483,3234,4824,3,44
V3-gen-lambda-13-0,14.668573,2474,3232,4836,3,44
V3-gen-lambda-13-0,15.024887000000001,2474,3228,4820,3,42
V3-gen-lambda-13-0,15.385471,2472,3238,4864,4,1
V3-gen-lambda-13-0,15.736730999999999,2468,3220,4816,4,1
V3-gen-lambda-13-0,37.132874,2466,3166,4656,4,2
V3-gen-lambda-13-0,37.494575999999995,2465,3154,4616,4,2
V3-gen-lambda-13-0,37.911915,2454,3144,4612,4,2
V3-gen-lambda-13-0,38.282742999999996,2451,3146,4624,4,2
V3-gen-lambda-13-0,38.626885,2446,3138,4612,4,2
V3-gen-lambda-13-0,38.959587000000006,2446,3132,4592,4,2
V3-gen-lambda-13-0,39.325375,2442,3128,4584,4,2
V3-gen-lambda-13-0,39.731716999999996,2440,3132,4608,4,2
V3-gen-lambda-13-0,40.054826,2438,3138,4632,4,2
V3-gen-lambda-13-0,40.405415,2437,3136,4632,4,2
V3-gen-lambda-13-0,68.90525,2435,3178,4796,4,1
V3-gen-lambda-13-0,107.070672,2433,3152,4684,3,47
V3-gen-lambda-13-0,107.400487,2432,3152,4692,3,50
V3-gen-lambda-13-0,107.74785,2430,3154,4708,3,53
V3-gen-lambda-13-0,108.11101599999999,2427,3144,4680,3,51
V3-gen-lambda-13-0,108.453892,2418,3132,4660,3,50
V3-gen-lambda-13-0,108.793947,2416,3130,4656,3,49
V3-gen-lambda-13-0,109.136066,2414,3138,4692,4,1
V3-gen-lambda-13-0,109.481576,2414,3128,4656,4,1
V3-gen-lambda-13-0,262.902816,2414,3102,4588,4,2
V3-gen-lambda-13-0,263.299689,2410,3104,4608,4,2
V3-gen-lambda-13-0,263.675526,2408,3106,4616,4,2
V3-gen-lambda-13-0,264.020536,2407,3108,4624,4,2
